customer_id,num_transactions,total_spent,offer_spent,offer_num_transactions,actual_num_transactions,actual_spent,avg_spent,min_spent,max_spent
4b87d49921244410b007ad6af8c90096,2,47.57,29.42,1.0,1.0,18.15,23.78,18.15,29.42
4b8d0a6769ca4ea8b7cdad45299f5b54,9,39.94,5.65,1.0,8.0,34.29,4.44,0.43,9.38
4b8e062fcfd447c2b68c8a183d96a4b4,27,81.26,8.32,1.0,26.0,72.94,3.01,0.21,9.1
4b960cfe5fea411a988b3f42cebb1755,5,11.3,0.0,0.0,5.0,11.3,2.26,0.16,4.31
4b9a3bf77bb64f4ca41e314aa24fc36a,7,155.3,66.23,3.0,4.0,89.06999999999998,22.19,13.89,31.8
4b9c06f540a64949a316b804dbb3a822,11,25.94,0.0,0.0,11.0,25.940000000000005,2.36,0.76,7.04
4b9ff777788d4a36965b02257758b7f8,9,217.01,49.21,2.0,7.0,167.8,24.11,10.59,31.13
4ba713ee6b984909b89b01b7d078948e,9,126.3,48.7,4.0,5.0,77.6,14.03,9.05,19.32
4ba9515c05534f1b8852c0e5cd7c0ef9,5,139.95,53.33,2.0,3.0,86.61999999999999,27.99,12.29,41.04
4baac02ea84449cf8aa4e734345f0f22,3,4.32,0.0,0.0,3.0,4.32,1.44,0.05,3.19
4bac622e595b441cab3875bc868c28f7,5,151.07,35.64,1.0,4.0,115.43000000000002,30.21,25.79,35.99
4bade2c2f3c84c518ed78d983858a621,7,212.13,44.14,1.0,6.0,167.99,30.3,14.43,44.14
4bb5f51772484e36a52aa567b680327d,8,627.56,0.0,0.0,8.0,627.5600000000001,78.45,7.94,518.09
4bb79288fb344a16908d9541fdc842e7,19,40.17,5.83,1.0,18.0,34.33999999999999,2.11,0.29,5.83
4bbc98fd8048429eb9dbfd856e1288d7,8,30.47,10.46,1.0,7.0,20.009999999999998,3.81,0.74,10.46
4bbcb71a7f75455e9957413cf743fef7,9,19.79,0.0,0.0,9.0,19.789999999999996,2.2,0.28,4.57
4bc3176e2d9a444dbb4a8e91c2c957c3,7,15.24,0.0,0.0,7.0,15.239999999999998,2.18,0.2,3.96
4bc9647278a1470ba0dbe96de0d50cb2,5,11.22,0.0,0.0,5.0,11.219999999999999,2.24,1.22,3.27
4bcd890290d446239306584a3eb0d3fb,18,121.01,34.77,4.0,14.0,86.24000000000001,6.72,1.15,11.88
4bd1a214aec84909a400b8529f6b6dca,7,26.68,0.0,0.0,7.0,26.68,3.81,0.30000000000000004,13.52
4bd77c67a1134ed4832c55231b736526,10,33.48,6.050000000000001,2.0,8.0,27.429999999999996,3.35,0.92,11.12
4bdbd489583245e6a3a39456dccfc1d2,15,66.91,18.85,2.0,13.0,48.059999999999995,4.46,0.52,11.7
4bdd34a262b24807a6f327967aa42ea6,7,71.35,28.42,2.0,5.0,42.92999999999999,10.19,5.13,15.78
4bdef403ee494610ae612c81a87e634f,6,13.84,0.0,0.0,6.0,13.84,2.31,0.26,6.03
4be1127413db496d8103c783ae72058b,8,20.63,0.0,0.0,8.0,20.630000000000003,2.58,0.05,8.32
4be19dff9783459eaeaa990e7f569897,10,147.81,28.46,2.0,8.0,119.35,14.78,6.95,21.38
4be349f768874b9cbd3cf3c822f4443e,7,22.78,10.78,1.0,6.0,12.000000000000002,3.25,0.86,10.78
4bec2db791814ddfbc51ee4d7ccca5c4,7,140.38,0.0,0.0,7.0,140.38,20.05,12.17,25.73
4bed8f61e4124992bbdcb03778839986,16,296.84,46.14,2.0,14.0,250.7,18.55,8.14,36.4
4beeb3ed64dd4898b0edf2f6b67426d3,6,21.82,5.28,1.0,5.0,16.539999999999996,3.64,0.22,8.84
4bf0b33a8dbf4db2bf9f4a82a3ba6b6c,10,87.2,8.84,1.0,9.0,78.36000000000001,8.72,4.9,14.15
4bf4cc77f2e344e690f7d4e6191337ac,4,88.09,16.42,1.0,3.0,71.67,22.02,15.78,28.35
4bf5c6046fc54b788844c76c8b081daf,12,185.16,36.19,2.0,10.0,148.97,15.43,9.39,25.06
4bffdccc6681472b9b61da924657de14,12,246.08,65.78,3.0,9.0,180.29999999999998,20.51,12.36,30.72
4c0b938c4e994b168f0062d7dbb79796,4,56.52,22.14,2.0,2.0,34.379999999999995,14.13,8.39,21.43
4c0cb786ea8145a6a56a158dc1c858bd,6,160.35,28.37,1.0,5.0,131.98000000000002,26.73,17.78,42.26
4c0f0e94e78c46baa2d06445a5af0546,7,143.59,45.42,2.0,5.0,98.16999999999997,20.51,15.13,25.97
4c142407c3d041569bc92b1ac269d004,11,24.05,0.0,0.0,11.0,24.049999999999994,2.19,0.18,5.33
4c145c0fd7cd47b2bb246e3ef9ee7f64,1,35.91,35.91,1.0,0.0,0.0,35.91,35.91,35.91
4c147fb158cd4bd7abcd9775dd40c5ee,2,3.56,0.0,0.0,2.0,3.5599999999999996,1.78,0.28,3.28
4c19725ad72e4f03ba46647f72ffe664,4,8.18,0.0,0.0,4.0,8.180000000000001,2.05,1.23,3.83
4c1c14245a1f4b138ae662fe2243342f,7,104.27,74.83,4.0,3.0,29.439999999999984,14.9,3.73,20.49
4c1cf47e14104d4295f59db8621f8539,7,163.58,50.269999999999996,2.0,5.0,113.30999999999999,23.37,17.52,29.99
4c1ecfb16fab40e49431f48f9d0d3fbf,3,30.48,8.03,1.0,2.0,22.449999999999996,10.16,8.03,12.19
4c27f8abefe14962be39ee6d446a2f68,7,20.25,0.0,0.0,7.0,20.25,2.89,0.88,7.97
4c29d22467af4d7faa137c4eedd65340,5,16.77,0.0,0.0,5.0,16.77,3.35,1.33,6.96
4c2a9b684dde4658b71073d1432fac91,4,10.36,5.05,1.0,3.0,5.31,2.59,1.02,5.05
4c2b210708d041e79eee6875775a0e10,3,42.43,41.06,1.0,2.0,1.3700000000000045,14.14,0.1,41.06
4c32068a51694bec9513ad4888e0ed28,1,9.82,0.0,0.0,1.0,9.82,9.82,9.82,9.82
4c334d1bf6164df59383174c7310803f,6,82.0,7.4,1.0,5.0,74.6,13.67,7.4,25.66
4c3ced252b9b4d45bc216b8264021791,9,22.43,0.0,0.0,9.0,22.43,2.49,0.5,7.67
4c42cb7dd7594e4b993f1f6b27a80775,3,13.7,5.13,1.0,2.0,8.57,4.57,1.79,6.78
4c4367386def4953b29bf9248de2d950,25,82.33,0.0,0.0,25.0,82.33,3.29,0.59,7.88
4c47f03256264fce9077667148dfcac4,9,126.18,21.619999999999997,2.0,7.0,104.56,14.02,10.27,19.25
4c48d368ead5483e99b1b97c5e4d4481,4,87.23,20.4,1.0,3.0,66.82999999999998,21.81,11.47,31.47
4c4ef31a68624cbbb92d813c24b1aef8,6,147.87,92.72,4.0,2.0,55.150000000000006,24.64,17.21,33.01
4c4f170b362f4e539e89251a27cb37cc,5,93.23,15.43,1.0,4.0,77.79999999999998,18.65,13.22,26.56
4c51ba3886b84781996ca15d42af505d,16,64.51,6.95,1.0,15.0,57.55999999999999,4.03,0.98,8.36
4c556d1a6e1b4e619e78d8ac15214e24,3,7.97,0.0,0.0,3.0,7.970000000000001,2.66,0.8300000000000001,5.65
4c5b17e8e7d2417eaa10cdfb3bb89214,13,137.9,0.0,0.0,13.0,137.9,10.61,5.32,20.2
4c5bf23156084110866bdc8d2ba64c9c,16,391.5,121.98,4.0,12.0,269.52,24.47,11.1,41.67
4c5cf94009ff49439ceec4969da5ee2b,15,75.22,4.69,1.0,14.0,70.52999999999999,5.01,0.88,13.83
4c5faf98100a4b4d8837c55156439d8e,12,20.91,0.0,0.0,12.0,20.910000000000004,1.74,0.22,4.26
4c604cf407254d0a851267bcc1987a7b,9,93.64,45.02000000000001,4.0,5.0,48.61999999999999,10.4,4.8100000000000005,14.45
4c64918bc4de493a8c995fb47e7ec4c0,6,19.1,0.0,0.0,6.0,19.1,3.18,0.81,5.25
4c6523b95f094c258015c96a35e231b0,4,84.65,51.84,2.0,2.0,32.80999999999999,21.16,14.02,31.69
4c6617c0224240e0b44b272a7b8de3a6,7,25.15,0.0,0.0,7.0,25.15,3.59,1.86,5.91
4c6f06b22b6043528d1f194fd5c539f7,4,1.29,0.0,0.0,4.0,1.29,0.32,0.05,1.0
4c6f75b2201b48a7a531ad06549b1ede,9,147.5,43.31,3.0,6.0,104.19,16.39,8.45,27.62
4c72fcb9d54045bc9dcc776782fff8d7,3,70.88,0.0,0.0,3.0,70.88,23.63,19.18,30.94
4c7588114f90431095e3ee47988ff530,5,18.24,12.469999999999999,2.0,3.0,5.77,3.65,0.8200000000000001,8.84
4c759691ba1e48fe9b74b3272a48771b,6,23.91,2.75,1.0,5.0,21.16,3.98,1.41,9.64
4c75bfae0f064ea3a28b13c90e6d362f,9,150.76,9.46,1.0,8.0,141.29999999999998,16.75,7.51,33.71
4c796b09e5c04b0195036a60ff8f7fb5,10,36.02,0.0,0.0,10.0,36.02,3.6,0.67,8.14
4c894e805ca04bda81f7f383b275042c,5,102.27,43.22,2.0,3.0,59.05000000000001,20.45,8.99,26.17
4c8c8baa36a04042b79fff64ef10f802,17,39.25,0.0,0.0,17.0,39.25000000000001,2.31,0.1,9.88
4c8e591aef3c4b19ab58a85993521061,5,107.91,46.96,2.0,3.0,60.949999999999996,21.58,14.58,27.13
4c91a808ad98436d80e12c92a6d23dd7,7,113.36,33.85,2.0,5.0,79.51000000000002,16.19,12.12,21.73
4c933453dd3b42eea553ec2985c050db,14,52.7,15.35,2.0,12.0,37.35,3.76,0.19,9.18
4c93b5932a95434d95305b8d2717bc87,11,165.72,30.630000000000003,2.0,9.0,135.09,15.07,6.2,21.92
4c96ca31cb434fb2a0aaecc2c1961cb0,8,75.63,0.0,0.0,8.0,75.63000000000001,9.45,5.13,18.29
4c96ee37b5bb4d389177ca83222d5d84,6,27.81,8.68,1.0,5.0,19.130000000000003,4.64,2.68,8.68
4ca0653cb7bc425b9689f79226a59be7,15,205.79,20.07,1.0,14.0,185.72,13.72,7.33,25.69
4caa9fa951a3419084570450dfd6daa3,14,248.06,54.730000000000004,3.0,11.0,193.32999999999998,17.72,10.27,25.46
4cadc694491e471c85ab22030dc0d0ff,1,33.92,33.92,1.0,0.0,0.0,33.92,33.92,33.92
4cbe33c601a5407f8202086565c55111,3,96.24,0.0,0.0,3.0,96.24,32.08,28.33,36.19
4cbe49f99f584c309d0402bc9d507478,13,131.53,10.42,1.0,12.0,121.11,10.12,4.08,17.94
4cc297817a5c412bbb5dfa98c4afd210,13,50.65,6.8100000000000005,1.0,12.0,43.83999999999999,3.9,0.4,14.09
4cc3ffb5a6d24497a714c9bdebb580a0,3,81.94,25.0,1.0,2.0,56.94,27.31,19.96,36.98
4cc6c5def8b947a0a681456316553f78,8,49.47,16.18,2.0,6.0,33.29,6.18,3.61,10.7
4cce01bbc3d742c994f654f8c1ecd6b4,10,27.28,0.84,1.0,9.0,26.44,2.73,0.32,6.19
4cd5bafcaf6b4f42a1fd16d19d14b6c4,8,124.92,32.17,2.0,6.0,92.75,15.62,10.02,22.69
4cd8bb9655804dceab1b3fd78434f183,6,19.33,5.65,1.0,5.0,13.679999999999998,3.22,0.06,7.91
4ceaf68ebb40427c942bf6cc390e999e,12,285.43,65.17,3.0,9.0,220.26,23.79,13.86,33.33
4ceb1cd14e60495a9f6a7726ea34f4db,14,239.75,36.86,2.0,12.0,202.89,17.12,7.45,29.29
4ced743325e347cd888c4244620043bc,10,273.07,63.019999999999996,2.0,8.0,210.04999999999995,27.31,15.62,37.46
4cf2c16cdda4428eadfa633d545517f1,9,44.71,9.43,1.0,8.0,35.279999999999994,4.97,0.46,10.13
4cf3fba7ec604ceab2dfbf74a8d435db,19,64.25,14.71,2.0,17.0,49.54000000000001,3.38,0.14,9.3
4cf4752a514e458192cbc49a4577f6e3,3,58.96,44.05,2.0,1.0,14.909999999999997,19.65,14.91,28.96
4cf8d3d4d5fb42889826b3de0cd74f7c,4,19.53,0.0,0.0,4.0,19.53,4.88,2.79,7.71
4cf9058a291e477eb73a0bc646361074,10,177.79,40.37,2.0,8.0,137.41999999999996,17.78,7.76,31.12
4cfaa26c8d4f4fabaf9017861d152634,17,71.48,16.42,2.0,15.0,55.05999999999999,4.2,0.78,11.89
4d007985991543f586384b54f5157c9e,12,278.61,117.59,4.0,8.0,161.02,23.22,12.69,33.79
4d0142b1561949a289acbcf0245cbbc6,13,157.47,15.28,1.0,12.0,142.19,12.11,5.58,21.74
4d034de6d0de4b08a1f44929300bc077,1,2.53,0.0,0.0,1.0,2.53,2.53,2.53,2.53
4d09daca61dc49b49e9e97b03ee3fe27,13,236.86,22.41,1.0,12.0,214.45,18.22,6.86,30.74
4d0ebb94a5a94fe6afd9350c7b1477e4,8,1152.94,21.44,1.0,7.0,1131.5,144.12,18.63,918.02
4d0f1506ae6b494f8bf11d4ddc700fca,8,17.2,4.44,1.0,7.0,12.759999999999998,2.15,0.36,4.44
4d116a23b9af4885834a3e717a5fa397,8,131.87,29.13,2.0,6.0,102.74000000000001,16.48,12.06,22.97
4d15a2a5ac134c58971b910b859bec24,11,118.41,18.45,2.0,9.0,99.96,10.76,5.91,23.28
4d17f173ee4d460f9e51ecfe83a45f8e,4,85.06,37.8,2.0,2.0,47.260000000000005,21.26,13.96,24.4
4d20573b5dee49718990534338be745e,10,18.52,2.76,1.0,9.0,15.76,1.85,0.8200000000000001,3.26
4d2ccfcbbebf4bd9baf4b7e433d0e288,15,188.7,27.990000000000002,2.0,13.0,160.71,12.58,4.51,20.24
4d303cccacbe4f009fd890f6125df5c4,19,33.38,5.28,1.0,18.0,28.1,1.76,0.11,5.28
4d361ae9efea4d1383a233e5853da745,1,12.7,0.0,0.0,1.0,12.7,12.7,12.7,12.7
4d36d82f2945426ba7a5ea413fe6159f,8,170.18,13.69,1.0,7.0,156.49,21.27,13.69,29.47
4d3857fcab6344aca68ebe2eaffa32c0,5,13.29,0.0,0.0,5.0,13.290000000000001,2.66,0.63,4.87
4d3e33d680e04a57a565c847948bf1ca,1,13.5,0.0,0.0,1.0,13.5,13.5,13.5,13.5
4d4216b868fe43ddb9c9f0b77212c0cb,11,681.44,601.06,5.0,6.0,80.38,61.95,9.82,553.18
4d45002346f646838f4715df634354d7,6,11.7,2.73,1.0,5.0,8.97,1.95,0.15,3.59
4d451f223dbf4ded9a50fea5bfb0d4f9,5,123.59,76.67,3.0,2.0,46.92,24.72,20.79,28.87
4d452ab867ed4895b280552cf89af297,13,212.65,74.22,4.0,9.0,138.43,16.36,8.21,24.25
4d4b39a2d9cc49179bec569879c8d319,11,196.17,22.04,2.0,9.0,174.13000000000002,17.83,10.64,25.48
4d4b57c45d834cd79bf78f6fcc7c1c2c,3,12.57,0.0,0.0,3.0,12.57,4.19,2.01,8.4
4d532ed0e6de4994a4eb3d04de0b3bc7,6,124.6,37.05,2.0,4.0,87.55000000000001,20.77,17.76,28.15
4d5618b1bd0c4d1693b860e5b4daac40,11,132.37,95.57,1.0,10.0,36.80000000000001,12.03,1.46,95.57
4d573916e3614e7c99b3ba26440efe40,8,13.15,0.0,0.0,8.0,13.150000000000002,1.64,0.7000000000000001,2.7
4d57a232827b47519527089f322ab1a2,4,96.99,38.45,1.0,3.0,58.540000000000006,24.25,12.57,38.45
4d5c56fde0e440e1bb838a86a26726fe,8,208.97,68.92,3.0,5.0,140.04999999999995,26.12,21.3,35.9
4d5ea204ab824f1889fd370de95353c6,9,44.69,5.09,1.0,8.0,39.60000000000001,4.97,1.39,9.38
4d6012820ac14c799000736b3f631259,3,11.62,0.0,0.0,3.0,11.620000000000001,3.87,2.42,5.23
4d6950947fb448e3891542dc26a2c389,16,137.08,31.720000000000002,3.0,13.0,105.35999999999999,8.57,2.51,21.11
4d6ff24523d74ea1b558312278fadcaf,15,32.49,1.6800000000000002,1.0,14.0,30.809999999999995,2.17,0.07,8.21
4d70dd97b0004d47ad520d33da69b6da,16,53.8,2.14,1.0,15.0,51.65999999999999,3.36,0.16,14.57
4d72f75250a141dabf04ec46ad021322,8,30.75,7.16,1.0,7.0,23.59,3.84,0.62,8.9
4d7b50337cdb4ccfb7d13474ababdcc0,12,141.4,32.449999999999996,3.0,9.0,108.95000000000002,11.78,4.83,18.37
4d7d361757ce4f79bffdc7a7c2bbb803,11,117.98,32.03,3.0,8.0,85.94999999999997,10.73,5.63,15.32
4d7d5a156adf4aa4b4a1f5b8851d1e7a,5,16.24,4.55,1.0,4.0,11.690000000000001,3.25,0.92,6.58
4d7e0b1f90584b2f961ce43774692d6f,5,17.58,0.0,0.0,5.0,17.580000000000002,3.52,1.53,5.51
4d81f9f887724401a9c7606db4afef01,12,26.85,5.72,2.0,10.0,21.13,2.24,0.05,6.99
4d8589d290e440c3b314b59b4443e5e8,3,15.47,0.0,0.0,3.0,15.47,5.16,2.74,9.38
4d870b9ba1a542e79bb73d495e5a41b2,8,24.08,0.0,0.0,8.0,24.080000000000002,3.01,0.58,8.24
4d87aabb26bd45a9acdaec688cac7e20,8,84.69,24.13,2.0,6.0,60.56,10.59,2.9,16.62
4d8877931b854bbb90e6103840b2a16f,6,13.0,0.0,0.0,6.0,13.0,2.17,0.97,4.8
4d8dcd13e33649578c756363d039870c,6,98.56,0.0,0.0,6.0,98.56,16.43,13.11,20.03
4d92b09622154b3e91408fc407d34aae,11,39.16,6.13,1.0,10.0,33.029999999999994,3.56,0.4,8.9
4d98b7f2489241ce83e363f6862b0961,24,83.26,9.41,2.0,22.0,73.85000000000001,3.47,0.16,10.22
4d994848a31f4ef1b9017c794b5a743a,10,146.11,34.71,2.0,8.0,111.4,14.61,7.61,20.57
4d9ed306dc8e4225abdc7e834a8a65f6,9,14.52,0.0,0.0,9.0,14.52,1.61,0.1,3.76
4d9fd6ec260e4063b2408b28bc0c9676,15,47.93,7.210000000000001,2.0,13.0,40.720000000000006,3.2,0.61,8.14
4db0d031f3f44fb78be43bd2ffcccdad,2,42.44,22.09,1.0,1.0,20.349999999999998,21.22,20.35,22.09
4db19c668503480794c5f97c1a50ae69,17,263.48,91.38,4.0,13.0,172.09999999999997,15.5,5.22,30.45
4dbbeeaf72d641529940af9b1be1bca9,6,18.0,11.45,1.0,5.0,6.550000000000001,3.0,0.8300000000000001,11.45
4dc0c5a72d7344b2beddf539149fa29d,5,16.42,0.0,0.0,5.0,16.42,3.28,0.11,5.19
4dcdeff447114aec9536721085d3aefb,7,109.56,63.17999999999999,4.0,3.0,46.38000000000001,15.65,13.15,20.88
4dce174eaba74a7f8a11dd14f71481b3,4,11.05,0.0,0.0,4.0,11.05,2.76,0.89,3.69
4dd36aac57224132844a8efbc2fee817,4,20.36,5.83,1.0,3.0,14.53,5.09,3.69,5.83
4ddaa5065f754bf19f90a87af8f448f5,6,146.79,72.65,3.0,3.0,74.13999999999999,24.46,23.2,26.86
4dddef8b7d3d45f2a8027ee2779467f3,8,122.24,17.25,1.0,7.0,104.99000000000001,15.28,10.27,26.81
4dde15db514d4db680ac4e9bbd9c0459,9,129.51,54.28,3.0,6.0,75.22999999999999,14.39,8.92,23.73
4de18cbefc364c78875fb6cedfde946f,4,49.79,29.16,2.0,2.0,20.63,12.45,4.29,19.73
4de211af52924cd39a24f0dac1914632,4,104.15,0.0,0.0,4.0,104.15,26.04,15.26,35.75
4de38d89a91c4286a583085d909817f9,6,30.41,4.6,1.0,5.0,25.810000000000002,5.07,1.37,9.75
4de40fe3c0584dc3ab113d87c1e77904,6,12.39,3.78,1.0,5.0,8.61,2.06,0.54,3.78
4de618ca398b4a89aefef5ffaed7443f,7,164.5,0.0,0.0,7.0,164.5,23.5,6.44,30.15
4de995d854f94b3492f743cc1e98ec29,13,533.18,39.86,3.0,10.0,493.32000000000005,41.01,8.7,350.82
4df393f2978e499db9b6a0f85dbdc9c8,13,173.87,34.86,3.0,10.0,139.01,13.37,7.44,23.55
4df5936da9e348668fa5aba9e9de7994,17,278.0,28.61,1.0,16.0,249.39,16.35,5.73,29.67
4df7791248754e999696b3a4880a995f,4,11.67,0.0,0.0,4.0,11.67,2.92,0.05,4.65
4dfdf796b60e475fbfd690d1bc1e938f,10,269.5,59.91,2.0,8.0,209.59000000000006,26.95,17.07,42.7
4dff5aacb2a1459f8a408a2907fec185,1,16.7,0.0,0.0,1.0,16.7,16.7,16.7,16.7
4e07135858ca4eaf829cc6e74b010016,3,13.38,8.0,1.0,2.0,5.379999999999999,4.46,2.08,8.0
4e0c572ecc674f99bb14bfe96f5aa65d,6,120.48,17.63,1.0,5.0,102.85,20.08,15.66,26.92
4e0d84ccaeb2468d93417121730145ef,8,57.26,10.399999999999999,2.0,6.0,46.86,7.16,4.09,10.01
4e0f4afd7d524c049f2829c9ad611ab0,10,201.78,37.93,2.0,8.0,163.84999999999997,20.18,13.36,28.39
4e10162162e04db9a8762949c7239d04,23,66.05,7.86,2.0,21.0,58.19,2.87,0.19,11.72
4e1113bcc74c466abd0fba7036560c08,6,101.09,0.0,0.0,6.0,101.09,16.85,14.09,20.06
4e1f3f2727bd4a2bbb3df5cf70d21a74,5,14.73,0.0,0.0,5.0,14.729999999999999,2.95,1.43,3.66
4e2187e9a8194447943fbb5559438682,7,27.94,0.0,0.0,7.0,27.939999999999998,3.99,1.49,9.68
4e22b76b899443baa4999b85cbdcec21,3,5.33,0.0,0.0,3.0,5.33,1.78,0.15,2.96
4e233f02eff840c7a3e5ec15d55d7d23,5,22.18,10.85,1.0,4.0,11.33,4.44,1.24,10.85
4e31b61bc1514801aac0dce9920ef365,2,33.32,15.5,1.0,1.0,17.82,16.66,15.5,17.82
4e3afc3a5bd54635b938093420edf973,7,17.15,0.0,0.0,7.0,17.150000000000002,2.45,0.56,5.12
4e3cfb3b10cb4832b72871f60c0630d0,10,107.76,49.099999999999994,3.0,7.0,58.66000000000001,10.78,2.39,20.56
4e3e0c39910f4af693e539455b4ca22f,2,20.53,0.0,0.0,2.0,20.53,10.26,9.56,10.97
4e3f3a3401ae4b50837665179b6d7415,10,282.58,73.84,2.0,8.0,208.74000000000004,28.26,19.26,39.64
4e3fa85725f141f6b4bf3bae3a485986,16,54.07,6.5,2.0,14.0,47.57000000000001,3.38,0.47,8.23
4e44a658d07f417dbba5ce73b6496194,10,251.56,25.01,1.0,9.0,226.55,25.16,16.61,33.48
4e44f82e6e1f437d9889fbff180e69f2,3,6.31,0.0,0.0,3.0,6.3100000000000005,2.1,0.32,3.79
4e458fc73b004f6896bafd3f7265d0ce,13,17.53,0.0,0.0,13.0,17.529999999999998,1.35,0.06,4.1
4e46337117a043c181b644414d2aa5f7,14,145.02,31.05,3.0,11.0,113.96999999999998,10.36,2.67,23.52
4e4c47b460b1414c8ddd459b61f84b9e,9,146.49,53.91,3.0,6.0,92.58000000000001,16.28,6.5600000000000005,26.5
4e508a822cfc46d683cb7358f5baafdf,5,97.82,0.0,0.0,5.0,97.82,19.56,13.78,25.32
4e5a3992df3949ec8e5b2577496c2570,16,196.32,16.54,1.0,15.0,179.78,12.27,4.01,26.01
4e5ad0392a914bbb9c421d4e00746862,4,105.79,0.0,0.0,4.0,105.78999999999999,26.45,1.39,94.0
4e5c30a071914472b24cbdf7c0d4f609,7,12.49,0.0,0.0,7.0,12.49,1.78,0.49,5.14
4e5ff81ab9d946f390252fa8adc740a2,18,298.3,64.18,3.0,15.0,234.12,16.57,8.03,33.18
4e61c5266747430e950bbdb0e522722b,8,29.93,18.07,2.0,6.0,11.86,3.74,0.13,9.46
4e62bddf5aa24d75875216715b2d241c,28,110.68,21.65,2.0,26.0,89.03,3.95,0.38,16.14
4e6458c5eade4beb9b1f7d16dd8decae,12,293.43,62.75,3.0,9.0,230.68,24.45,15.54,36.16
4e64f9ddfbe84c0e8c848d57af2e5c9d,9,252.56,96.89,3.0,6.0,155.67000000000002,28.06,14.53,47.18
4e65c61c4757476b958d3ef488924c26,4,10.49,0.0,0.0,4.0,10.49,2.62,0.4,5.32
4e693ba097c74caf883313147d7fe79e,4,14.88,2.0,1.0,3.0,12.88,3.72,1.45,8.21
4e6bba79666b414f933e0a2b25bf17bd,4,55.7,26.22,2.0,2.0,29.480000000000004,13.92,10.98,17.63
4e6bbe4637574c219d97b8eb0436bec7,3,63.55,0.0,0.0,3.0,63.55,21.18,13.49,31.12
4e6eb10de9744995be7496f5b1cc7bcf,12,93.7,5.84,1.0,11.0,87.85999999999999,7.81,3.39,11.4
4e6f8c1f15fd4c0ab0ae2e5f4fff6b26,13,194.49,65.14,4.0,9.0,129.34999999999997,14.96,5.36,25.08
4e70d45d74d644ea875cce26a1f4066b,3,63.98,26.69,1.0,2.0,37.290000000000006,21.33,14.56,26.69
4e755b41845349b4bc3c2ae60902ee13,12,261.26,50.8,3.0,9.0,210.45999999999998,21.77,11.44,37.44
4e7cc49365484bdcb17cef7b9bf6476b,3,5.96,0.0,0.0,3.0,5.959999999999999,1.99,0.39,4.89
4e7d4faae08241dabb6d2c1b6857830c,20,156.03,39.32,4.0,16.0,116.71000000000001,7.8,2.88,12.98
4e7faafbade946d1a77833a96461b8c7,10,201.81,36.879999999999995,2.0,8.0,164.93,20.18,10.1,27.46
4e8542289655439fad992672ed3392d8,5,9.1,0.0,0.0,5.0,9.1,1.82,0.07,3.18
4e898d4f879740d8a2d630b20f864b16,5,95.98,57.010000000000005,3.0,2.0,38.97,19.2,11.25,27.72
4e8b65bc8e964b8f96750fb00de1e90c,13,33.16,8.82,2.0,11.0,24.33999999999999,2.55,0.55,6.94
4e916af218a84f8383172af0979d201f,4,5.11,0.0,0.0,4.0,5.11,1.28,0.47,2.93
4e921e366a964cd7a6ff3ea0513aa8e3,8,213.76,103.02,4.0,4.0,110.74,26.72,18.9,35.62
4e9ba44fd1f54cfea60e2ef903c71b7f,14,271.9,53.57,3.0,11.0,218.32999999999998,19.42,7.09,38.99
4e9ca31f5b424043b12eb4f695b8bc9b,5,137.02,22.91,1.0,4.0,114.10999999999999,27.4,21.79,39.16
4ea1e3ac9e044be8bd7057014bcf87f0,4,92.41,56.16,3.0,1.0,36.25,23.1,14.05,36.25
4ea6324f760d40b3bd6b44d660e7bf1c,4,12.57,0.0,0.0,4.0,12.57,3.14,0.68,7.36
4ea6530ba3a54fb286b431f959a9527b,9,86.43,19.72,2.0,7.0,66.71000000000001,9.6,2.97,15.51
4ea8b6e0463240ff8f60427a54463f15,6,26.58,0.0,0.0,6.0,26.580000000000002,4.43,0.21,10.88
4eab02d70ac241a8911502dc1954069d,16,57.11,1.33,1.0,15.0,55.78,3.57,0.05,9.78
4eb63ea0263c491ea60e718d8c2051d4,16,235.7,42.870000000000005,3.0,13.0,192.82999999999996,14.73,5.45,24.47
4eb736ce28c64c09854653fc13f3fc23,9,26.19,10.49,2.0,7.0,15.700000000000001,2.91,1.3,5.91
4eb8052c9a3543db822018461431ab21,7,26.12,5.79,1.0,6.0,20.33,3.73,1.58,5.79
4eb999a6a45a4f3896e250e531ae90fb,13,126.19,0.0,0.0,13.0,126.19,9.71,1.59,18.73
4ebf3a190a1848119826a7e2ed3cbcc1,7,29.5,0.0,0.0,7.0,29.499999999999996,4.21,1.57,6.89
4ec6918e0583443eb141b1bdea4a21b0,4,31.04,20.13,2.0,2.0,10.91,7.76,2.95,12.53
4eca422e157f4ad28187fb8e7a7a5bf1,4,9.73,0.0,0.0,4.0,9.73,2.43,0.98,3.42
4ecbfa77f6f84e779ea318682295cbdb,16,39.34,11.08,2.0,14.0,28.260000000000005,2.46,0.21,7.5
4ecc12e5805548f88a651633fc52e99e,16,60.71,12.51,1.0,15.0,48.20000000000001,3.79,0.36,12.51
4ed81a6649494adf87bd8a910521e845,14,311.25,111.6,4.0,10.0,199.65,22.23,8.27,36.47
4edd4c3dc0e64b4885e61b1d20267e67,8,185.64,0.0,0.0,8.0,185.64,23.2,18.68,27.71
4ee75462df554af99b7ea4d5edb7f369,9,84.37,0.0,0.0,9.0,84.37,9.37,3.48,16.14
